YEAR,STATE,FISHERY,MONTH,DATE,SITE,SPECIES,CLIP,CLIPPED,LEN
2014,WI,Cold-Open,May,2014-05-14,313,Brown Trout,01: AD,Clip,21.3
2014,WI,Cold-Open,May,2014-05-14,313,Coho,00: NONE,No Clip,15
2014,WI,Cold-Open,May,2014-05-14,313,Coho,00: NONE,No Clip,14.9
2014,WI,Cold-Open,May,2014-05-14,313,Brown Trout,00: NONE,No Clip,21.8
2014,WI,Shore,May,2014-05-14,313,Brown Trout,01: AD,Clip,26
2014,WI,Cold-Open,May,2014-05-14,313,Coho,00: NONE,No Clip,14.5
2014,WI,Cold-Open,May,2014-05-14,313,Coho,00: NONE,No Clip,14.8
2014,WI,Cold-Open,May,2014-05-14,313,Brown Trout,01: AD,Clip,19.5
2014,WI,Cold-Open,May,2014-05-14,313,Brown Trout,01: AD,Clip,20.2
2014,WI,Cold-Open,May,2014-05-14,313,Coho,00: NONE,No Clip,14.1
2014,WI,Cold-Open,May,2014-05-14,313,Coho,00: NONE,No Clip,15.6
2014,WI,Cold-Open,May,2014-05-14,313,Coho,00: NONE,No Clip,15.2
2014,WI,Cold-Open,May,2014-05-14,313,Coho,00: NONE,No Clip,14.2
2014,WI,Cold-Open,May,2014-05-14,313,Coho,00: NONE,No Clip,14.2
2014,WI,Cold-Open,May,2014-05-14,313,Coho,00: NONE,No Clip,14.9
2014,WI,Cold-Open,May,2014-05-14,313,Rainbow Trout,00: NONE,No Clip,14
2014,WI,Shore,May,2014-05-14,313,Brown Trout,01: AD,Clip,22.4
2014,WI,Cold-Open,May,2014-05-14,313,Coho,00: NONE,No Clip,16.8
2014,WI,Cold-Open,May,2014-05-14,313,Chinook,00: NONE,No Clip,19.4
2014,WI,Cold-Open,May,2014-05-14,313,Brown Trout,00: NONE,No Clip,21.2
2014,WI,Cold-Open,May,2014-05-14,313,Brown Trout,00: NONE,No Clip,21.9
2014,WI,Cold-Open,May,2014-05-15,313,Brown Trout,00: NONE,No Clip,21.8
2014,WI,Cold-Open,May,2014-05-15,313,Coho,00: NONE,No Clip,14.9
2014,WI,Cold-Open,May,2014-05-17,313,Coho,00: NONE,No Clip,15.8
2014,WI,Cold-Open,May,2014-05-17,313,Coho,00: NONE,No Clip,14.5
2014,WI,Cold-Open,May,2014-05-17,313,Coho,00: NONE,No Clip,15.1
2014,WI,Cold-Open,May,2014-05-17,313,Brown Trout,01: AD,Clip,24.6
2014,WI,Cold-Open,May,2014-05-17,313,Brown Trout,01: AD,Clip,15.4
2014,WI,Cold-Open,May,2014-05-17,313,Coho,00: NONE,No Clip,NA
2014,WI,Cold-Open,May,2014-05-17,313,Coho,00: NONE,No Clip,NA
2014,WI,Cold-Open,May,2014-05-17,313,Coho,00: NONE,No Clip,NA
2014,WI,Cold-Open,May,2014-05-17,313,Brown Trout,01: AD,Clip,28.1
2014,WI,Cold-Open,May,2014-05-17,313,Brown Trout,00: NONE,No Clip,13.3
2014,WI,Cold-Open,May,2014-05-17,313,Brown Trout,00: NONE,No Clip,19.6
2014,WI,Cold-Open,May,2014-05-17,313,Brown Trout,00: NONE,No Clip,14
2014,WI,Cold-Open,May,2014-05-17,313,Brown Trout,00: NONE,No Clip,NA
2014,WI,Cold-Open,May,2014-05-17,313,Coho,00: NONE,No Clip,18.1
2014,WI,Cold-Open,May,2014-05-17,313,Coho,00: NONE,No Clip,15.5
2014,WI,Cold-Open,May,2014-05-17,313,Coho,00: NONE,No Clip,NA
2014,WI,Cold-Open,May,2014-05-17,313,Coho,00: NONE,No Clip,NA
2014,WI,Cold-Open,May,2014-05-17,313,Coho,00: NONE,No Clip,NA
2014,WI,Cold-Open,May,2014-05-17,313,Coho,00: NONE,No Clip,NA
2014,WI,Cold-Open,May,2014-05-17,313,Coho,00: NONE,No Clip,NA
2014,WI,Cold-Open,May,2014-05-17,313,Coho,00: NONE,No Clip,NA
2014,WI,Cold-Open,May,2014-05-17,313,Coho,00: NONE,No Clip,15.6
2014,WI,Cold-Open,May,2014-05-17,313,Coho,00: NONE,No Clip,15
2014,WI,Cold-Open,May,2014-05-17,313,Coho,00: NONE,No Clip,14.8
2014,WI,Cold-Open,May,2014-05-17,313,Coho,00: NONE,No Clip,13.9
2014,WI,Cold-Open,May,2014-05-17,313,Brown Trout,00: NONE,No Clip,13.9
2014,WI,Cold-Open,May,2014-05-17,313,Brown Trout,01: AD,Clip,21.5
2014,WI,Cold-Open,May,2014-05-17,313,Coho,00: NONE,No Clip,NA
2014,WI,Cold-Open,May,2014-05-17,313,Coho,00: NONE,No Clip,NA
2014,WI,Cold-Open,May,2014-05-17,313,Coho,00: NONE,No Clip,NA
2014,WI,Cold-Open,May,2014-05-17,313,Coho,00: NONE,No Clip,14.2
2014,WI,Warm-Open,May,2014-05-17,313,Burbot,00: NONE,No Clip,24.2
2014,WI,Warm-Open,May,2014-05-17,313,Burbot,00: NONE,No Clip,25.3
2014,WI,Warm-Open,May,2014-05-17,313,Burbot,00: NONE,No Clip,22
2014,WI,Warm-Open,May,2014-05-17,313,Burbot,00: NONE,No Clip,22
2014,WI,Cold-Open,May,2014-05-17,313,Brown Trout,01: AD,Clip,21
2014,WI,Cold-Open,May,2014-05-17,313,Brown Trout,00: NONE,No Clip,22.5
2014,WI,Cold-Open,May,2014-05-17,313,Brown Trout,01: AD,Clip,19.8
2014,WI,Cold-Open,May,2014-05-17,313,Coho,00: NONE,No Clip,14.5
2014,WI,Cold-Open,May,2014-05-17,313,Coho,00: NONE,No Clip,14.9
2014,WI,Cold-Open,May,2014-05-21,313,Brown Trout,00: NONE,No Clip,20.3
2014,WI,Cold-Open,May,2014-05-21,313,Chinook,00: NONE,No Clip,14.5
2014,WI,Cold-Open,May,2014-05-21,313,Brown Trout,00: NONE,No Clip,18.6
2014,WI,Cold-Open,May,2014-05-23,313,Brown Trout,00: NONE,No Clip,18
2014,WI,Cold-Open,May,2014-05-23,313,Brown Trout,01: AD,Clip,24.7
2014,WI,Cold-Open,May,2014-05-23,313,Coho,00: NONE,No Clip,15.1
2014,WI,Cold-Open,May,2014-05-23,313,Coho,00: NONE,No Clip,16.2
2014,WI,Cold-Open,May,2014-05-23,313,Brown Trout,01: AD,Clip,26.2
2014,WI,Cold-Open,May,2014-05-24,313,Coho,00: NONE,No Clip,14.5
2014,WI,Cold-Open,May,2014-05-24,313,Coho,00: NONE,No Clip,15
2014,WI,Cold-Open,May,2014-05-24,313,Coho,00: NONE,No Clip,16.1
2014,WI,Cold-Open,May,2014-05-23,313,Coho,00: NONE,No Clip,15
2014,WI,Cold-Open,May,2014-05-23,313,Coho,00: NONE,No Clip,13.8
2014,WI,Cold-Open,May,2014-05-23,313,Coho,00: NONE,No Clip,14.5
2014,WI,Cold-Open,May,2014-05-23,313,Coho,00: NONE,No Clip,13.5
2014,WI,Cold-Open,May,2014-05-23,313,Coho,00: NONE,No Clip,13.5
2014,WI,Cold-Open,May,2014-05-23,313,Brown Trout,01: AD,Clip,15
2014,WI,Cold-Open,May,2014-05-23,313,Rainbow Trout,00: NONE,No Clip,14.2
2014,WI,Cold-Open,May,2014-05-25,313,Coho,00: NONE,No Clip,14.9
2014,WI,Cold-Open,May,2014-05-25,313,Coho,00: NONE,No Clip,15.1
2014,WI,Cold-Open,May,2014-05-25,313,Coho,00: NONE,No Clip,17.2
2014,WI,Cold-Open,May,2014-05-25,313,Coho,00: NONE,No Clip,15.9
2014,WI,Cold-Open,May,2014-05-25,313,Coho,00: NONE,No Clip,16
2014,WI,Cold-Open,May,2014-05-25,313,Coho,00: NONE,No Clip,14.1
2014,WI,Cold-Open,May,2014-05-25,313,Coho,00: NONE,No Clip,13.8
2014,WI,Cold-Open,May,2014-05-25,313,Coho,00: NONE,No Clip,14.5
2014,WI,Cold-Open,May,2014-05-25,313,Brown Trout,00: NONE,No Clip,25.8
2014,WI,Cold-Open,May,2014-05-25,313,Brown Trout,00: NONE,No Clip,19.9
2014,WI,Cold-Open,May,2014-05-25,313,Coho,00: NONE,No Clip,15.1
2014,WI,Cold-Open,May,2014-05-25,313,Coho,00: NONE,No Clip,15.1
2014,WI,Cold-Open,May,2014-05-25,313,Coho,00: NONE,No Clip,15.1
2014,WI,Cold-Open,May,2014-05-25,313,Rainbow Trout,00: NONE,No Clip,14.1
2014,WI,Cold-Open,May,2014-05-25,313,Rainbow Trout,00: NONE,No Clip,14
2014,WI,Cold-Open,May,2014-05-25,313,Splake,00: NONE,No Clip,20.8
2014,WI,Cold-Open,May,2014-05-25,313,Brown Trout,00: NONE,No Clip,16.7
2014,WI,Cold-Open,May,2014-05-25,313,Coho,00: NONE,No Clip,14
2014,WI,Cold-Open,May,2014-05-25,313,Lake Trout,00: NONE,No Clip,24
2014,WI,Cold-Open,May,2014-05-25,313,Coho,00: NONE,No Clip,15.5
2014,WI,Cold-Open,May,2014-05-25,313,Coho,00: NONE,No Clip,16
2014,WI,Cold-Open,May,2014-05-25,313,Rainbow Trout,00: NONE,No Clip,26.5
2014,WI,Cold-Open,May,2014-05-25,313,Brown Trout,00: NONE,No Clip,18.5
2014,WI,Cold-Open,May,2014-05-25,313,Coho,00: NONE,No Clip,15
2014,WI,Cold-Open,May,2014-05-25,313,Coho,00: NONE,No Clip,15.2
2014,WI,Cold-Open,May,2014-05-25,313,Coho,00: NONE,No Clip,14.5
2014,WI,Cold-Open,May,2014-05-25,313,Coho,00: NONE,No Clip,13.8
2014,WI,Cold-Open,May,2014-05-25,313,Coho,00: NONE,No Clip,14.7
2014,WI,Cold-Open,May,2014-05-29,313,Coho,00: NONE,No Clip,15.4
2014,WI,Cold-Open,May,2014-05-29,313,Lake Trout,00: NONE,No Clip,18.2
2014,WI,Cold-Open,May,2014-05-29,313,Coho,00: NONE,No Clip,15.7
2014,WI,Cold-Open,May,2014-05-29,313,Brown Trout,01: AD,Clip,21.7
2014,WI,Cold-Open,May,2014-05-29,313,Brown Trout,01: AD,Clip,15.5
2014,WI,Cold-Open,May,2014-05-29,313,Splake,00: NONE,No Clip,18
2014,WI,Cold-Open,May,2014-05-29,313,Lake Trout,00: NONE,No Clip,19.2
2014,WI,Cold-Open,May,2014-05-29,313,Brown Trout,00: NONE,No Clip,15.2
2014,WI,Cold-Open,May,2014-05-31,313,Lake Trout,00: NONE,No Clip,20.1
2014,WI,Cold-Open,May,2014-05-31,313,Coho,00: NONE,No Clip,15.2
2014,WI,Cold-Open,May,2014-05-31,313,Coho,00: NONE,No Clip,14.3
2014,WI,Cold-Open,May,2014-05-31,313,Brown Trout,00: NONE,No Clip,20
2014,WI,Cold-Open,May,2014-05-31,313,Brown Trout,01: AD,Clip,21.5
2014,WI,Cold-Open,May,2014-05-31,313,Coho,00: NONE,No Clip,17.5
2014,WI,Cold-Open,May,2014-05-31,313,Brown Trout,00: NONE,No Clip,18.4
2014,WI,Cold-Open,May,2014-05-31,313,Lake Trout,00: NONE,No Clip,28.6
2014,WI,Cold-Open,May,2014-05-31,313,Coho,00: NONE,No Clip,14
2014,WI,Cold-Open,May,2014-05-31,313,Brown Trout,01: AD,Clip,22.1
2014,WI,Cold-Open,May,2014-05-31,313,Brown Trout,01: AD,Clip,21.3
2014,WI,Cold-Open,May,2014-05-31,313,Brown Trout,01: AD,Clip,17.7
2014,WI,Warm-Open,May,2014-05-31,313,Walleye,00: NONE,No Clip,22.5
2014,WI,Warm-Open,May,2014-05-31,313,Yellow Perch,00: NONE,No Clip,12.1
2014,WI,Cold-Open,May,2014-05-31,313,Coho,00: NONE,No Clip,15.5
2014,WI,Cold-Open,May,2014-05-31,313,Coho,00: NONE,No Clip,16.1
2014,WI,Cold-Open,May,2014-05-31,313,Lake Trout,00: NONE,No Clip,18.6
2014,WI,Cold-Open,May,2014-05-31,313,Northern Pike,00: NONE,No Clip,32
2014,WI,Cold-Open,May,2014-05-31,313,Brown Trout,00: NONE,No Clip,15.1
2014,WI,Cold-Open,May,2014-05-31,313,Northern Pike,00: NONE,No Clip,35
2014,WI,Cold-Open,May,2014-05-31,313,Brown Trout,01: AD,Clip,15
2014,WI,Cold-Open,May,2014-05-31,313,Lake Trout,00: NONE,No Clip,30
2014,WI,Cold-Open,May,2014-05-31,313,Brown Trout,00: NONE,No Clip,21.2
2014,WI,Cold-Open,May,2014-05-31,313,Lake Trout,00: NONE,No Clip,21.3
2014,WI,Cold-Open,May,2014-05-31,313,Lake Trout,00: NONE,No Clip,17.6
2014,WI,Cold-Open,May,2014-05-31,313,Brown Trout,00: NONE,No Clip,19.5
2014,WI,Cold-Open,May,2014-05-31,313,Brown Trout,00: NONE,No Clip,18.9
2014,WI,Warm-Open,Jun,2014-06-04,313,Walleye,00: NONE,No Clip,15.5
2014,WI,Warm-Open,Jun,2014-06-04,313,Walleye,00: NONE,No Clip,16.3
2014,WI,Warm-Open,Jun,2014-06-04,313,Walleye,00: NONE,No Clip,15.1
2014,WI,Warm-Open,Jun,2014-06-04,313,Walleye,00: NONE,No Clip,15
2014,WI,Warm-Open,Jun,2014-06-04,313,Walleye,00: NONE,No Clip,19.4
2014,WI,Cold-Open,Jun,2014-06-04,313,Coho,00: NONE,No Clip,14.9
2014,WI,Cold-Open,Jun,2014-06-04,313,Lake Trout,00: NONE,No Clip,25.5
2014,WI,Cold-Open,Jun,2014-06-04,313,Lake Trout,00: NONE,No Clip,24
2014,WI,Cold-Open,Jun,2014-06-04,313,Lake Trout,00: NONE,No Clip,25.7
2014,WI,Cold-Open,Jun,2014-06-04,313,Splake,00: NONE,No Clip,23.6
2014,WI,Cold-Open,Jun,2014-06-04,313,Brown Trout,00: NONE,No Clip,19.1
2014,WI,Cold-Open,Jun,2014-06-04,313,Lake Trout,00: NONE,No Clip,22.1
2014,WI,Cold-Open,Jun,2014-06-05,313,Siscowet,00: NONE,No Clip,23.8
2014,WI,Cold-Open,Jun,2014-06-05,313,Brown Trout,00: NONE,No Clip,21.2
2014,WI,Warm-Open,Jun,2014-06-05,313,Walleye,00: NONE,No Clip,17
2014,WI,Warm-Open,Jun,2014-06-05,313,Walleye,00: NONE,No Clip,17.1
2014,WI,Warm-Open,Jun,2014-06-05,313,Walleye,00: NONE,No Clip,17
2014,WI,Warm-Open,Jun,2014-06-05,313,Walleye,00: NONE,No Clip,15.6
2014,WI,Warm-Open,Jun,2014-06-05,313,Walleye,00: NONE,No Clip,15.6
2014,WI,Cold-Open,Jun,2014-06-05,313,Chinook,00: NONE,No Clip,24.4
2014,WI,Cold-Open,Jun,2014-06-08,313,Lake Trout,00: NONE,No Clip,18.8
2014,WI,Cold-Open,Jun,2014-06-08,313,Lake Trout,00: NONE,No Clip,21.9
2014,WI,Cold-Open,Jun,2014-06-08,313,Lake Trout,00: NONE,No Clip,21.2
2014,WI,Cold-Open,Jun,2014-06-08,313,Lake Trout,00: NONE,No Clip,17.8
2014,WI,Cold-Open,Jun,2014-06-08,313,Coho,00: NONE,No Clip,16.1
2014,WI,Cold-Open,Jun,2014-06-08,313,Rainbow Trout,00: NONE,No Clip,15.1
2014,WI,Cold-Open,Jun,2014-06-08,313,Lake Trout,00: NONE,No Clip,24.8
2014,WI,Cold-Open,Jun,2014-06-08,313,Brown Trout,01: AD,Clip,22.1
2014,WI,Cold-Open,Jun,2014-06-08,313,Lake Trout,00: NONE,No Clip,20.1
2014,WI,Cold-Open,Jun,2014-06-08,313,Lake Trout,00: NONE,No Clip,20.4
2014,WI,Cold-Open,Jun,2014-06-08,313,Lake Trout,00: NONE,No Clip,20
2014,WI,Cold-Open,Jun,2014-06-08,313,Lake Trout,00: NONE,No Clip,15.3
2014,WI,Cold-Open,Jun,2014-06-08,313,Lake Trout,00: NONE,No Clip,20.3
2014,WI,Cold-Open,Jun,2014-06-08,313,Lake Trout,00: NONE,No Clip,21
2014,WI,Cold-Open,Jun,2014-06-08,313,Lake Trout,00: NONE,No Clip,22.9
2014,WI,Cold-Open,Jun,2014-06-08,313,Coho,00: NONE,No Clip,14.4
2014,WI,Cold-Open,Jun,2014-06-08,313,Coho,00: NONE,No Clip,14.8
2014,WI,Cold-Open,Jun,2014-06-08,313,Lake Trout,00: NONE,No Clip,33.4
2014,WI,Cold-Open,Jun,2014-06-08,313,Lake Trout,00: NONE,No Clip,18.2
2014,WI,Cold-Open,Jun,2014-06-08,313,Brown Trout,01: AD,Clip,17
2014,WI,Cold-Open,Jun,2014-06-08,313,Lake Trout,00: NONE,No Clip,16.8
2014,WI,Cold-Open,Jun,2014-06-08,313,Lake Trout,00: NONE,No Clip,18.1
2014,WI,Cold-Open,Jun,2014-06-08,313,Coho,00: NONE,No Clip,15.1
2014,WI,Cold-Open,Jun,2014-06-08,313,Lake Trout,00: NONE,No Clip,19.5
2014,WI,Cold-Open,Jun,2014-06-13,313,Brown Trout,00: NONE,No Clip,19.5
2014,WI,Cold-Open,Jun,2014-06-13,313,Lake Trout,00: NONE,No Clip,18.6
2014,WI,Cold-Open,Jun,2014-06-13,313,Brown Trout,01: AD,Clip,22.3
2014,WI,Cold-Open,Jun,2014-06-13,313,Lake Trout,00: NONE,No Clip,25.2
2014,WI,Warm-Open,Jun,2014-06-19,313,Walleye,00: NONE,No Clip,16
2014,WI,Warm-Open,Jun,2014-06-19,313,Walleye,00: NONE,No Clip,18.5
2014,WI,Cold-Open,Jun,2014-06-21,313,Lake Trout,00: NONE,No Clip,16.9
2014,WI,Cold-Open,Jun,2014-06-21,313,Lake Trout,00: NONE,No Clip,18.5
2014,WI,Cold-Open,Jun,2014-06-21,313,Brown Trout,01: AD,Clip,NA
2014,WI,Cold-Open,Jun,2014-06-21,313,Lake Trout,00: NONE,No Clip,NA
2014,WI,Cold-Open,Jun,2014-06-21,313,Lake Trout,00: NONE,No Clip,NA
2014,WI,Cold-Open,Jun,2014-06-21,313,Lake Trout,00: NONE,No Clip,NA
2014,WI,Cold-Open,Jun,2014-06-21,313,Lake Trout,00: NONE,No Clip,21
2014,WI,Cold-Open,Jun,2014-06-21,313,Lake Trout,00: NONE,No Clip,22.2
2014,WI,Cold-Open,Jun,2014-06-21,313,Lake Trout,00: NONE,No Clip,16.2
2014,WI,Cold-Open,Jun,2014-06-21,313,Lake Trout,00: NONE,No Clip,21.9
2014,WI,Cold-Open,Jun,2014-06-21,313,Chinook,00: NONE,No Clip,18
2014,WI,Cold-Open,Jun,2014-06-21,313,Lake Trout,00: NONE,No Clip,22.6
2014,WI,Cold-Open,Jun,2014-06-21,313,Lake Trout,00: NONE,No Clip,23
2014,WI,Cold-Open,Jun,2014-06-21,313,Lake Trout,00: NONE,No Clip,20.6
2014,WI,Cold-Open,Jun,2014-06-21,313,Lake Trout,00: NONE,No Clip,21.5
2014,WI,Cold-Open,Jun,2014-06-21,313,Lake Trout,00: NONE,No Clip,18.3
2014,WI,Cold-Open,Jun,2014-06-21,313,Lake Trout,00: NONE,No Clip,22.3
2014,WI,Cold-Open,Jun,2014-06-21,313,Lake Trout,00: NONE,No Clip,24.7
2014,WI,Cold-Open,Jun,2014-06-21,313,Chinook,00: NONE,No Clip,24.5
2014,WI,Cold-Open,Jun,2014-06-21,313,Coho,00: NONE,No Clip,16.8
2014,WI,Cold-Open,Jun,2014-06-21,313,Coho,00: NONE,No Clip,NA
2014,WI,Cold-Open,Jun,2014-06-21,313,Coho,00: NONE,No Clip,NA
2014,WI,Cold-Open,Jun,2014-06-21,313,Coho,00: NONE,No Clip,NA
2014,WI,Cold-Open,Jun,2014-06-21,313,Brown Trout,00: NONE,No Clip,NA
2014,WI,Cold-Open,Jun,2014-06-21,313,Lake Trout,00: NONE,No Clip,NA
2014,WI,Cold-Open,Jun,2014-06-21,313,Lake Trout,00: NONE,No Clip,NA
2014,WI,Cold-Open,Jun,2014-06-21,313,Lake Trout,00: NONE,No Clip,NA
2014,WI,Cold-Open,Jun,2014-06-21,313,Lake Trout,00: NONE,No Clip,NA
2014,WI,Cold-Open,Jun,2014-06-21,313,Lake Trout,00: NONE,No Clip,NA
2014,WI,Cold-Open,Jun,2014-06-21,313,Lake Trout,00: NONE,No Clip,NA
2014,WI,Cold-Open,Jun,2014-06-21,313,Lake Trout,00: NONE,No Clip,20.1
2014,WI,Cold-Open,Jun,2014-06-21,313,Lake Trout,00: NONE,No Clip,21
2014,WI,Cold-Open,Jun,2014-06-21,313,Lake Trout,00: NONE,No Clip,24.6
2014,WI,Cold-Open,Jun,2014-06-21,313,Lake Trout,00: NONE,No Clip,NA
2014,WI,Cold-Open,Jun,2014-06-21,313,Lake Trout,00: NONE,No Clip,NA
