YEAR,STATE,FISHERY,MONTH,DATE,SITE,SPECIES,CLIP,CLIPPED,LEN
2014,WI,Cold-Open,Jun,2014-06-21,313,Lake Trout,00: NONE,No Clip,NA
2014,WI,Cold-Open,Jun,2014-06-21,313,Lake Trout,00: NONE,No Clip,NA
2014,WI,Cold-Open,Jun,2014-06-21,313,Lake Trout,00: NONE,No Clip,NA
2014,WI,Cold-Open,Jun,2014-06-21,313,Lake Trout,00: NONE,No Clip,NA
2014,WI,Cold-Open,Jun,2014-06-21,313,Lake Trout,00: NONE,No Clip,NA
2014,WI,Cold-Open,Jun,2014-06-21,313,Lake Trout,00: NONE,No Clip,NA
2014,WI,Cold-Open,Jun,2014-06-21,313,Coho,00: NONE,No Clip,NA
2014,WI,Cold-Open,Jun,2014-06-23,313,Brown Trout,00: NONE,No Clip,24.3
2014,WI,Cold-Open,Jun,2014-06-23,313,Lake Trout,00: NONE,No Clip,18.5
2014,WI,Cold-Open,Jun,2014-06-23,313,Lake Trout,00: NONE,No Clip,16
2014,WI,Cold-Open,Jun,2014-06-27,313,Lake Trout,00: NONE,No Clip,22.3
2014,WI,Cold-Open,Jun,2014-06-27,313,Lake Trout,00: NONE,No Clip,19
2014,WI,Cold-Open,Jun,2014-06-27,313,Lake Trout,00: NONE,No Clip,27.8
2014,WI,Cold-Open,Jun,2014-06-27,313,Lake Trout,00: NONE,No Clip,19.9
2014,WI,Cold-Open,Jun,2014-06-27,313,Lake Trout,00: NONE,No Clip,19.3
2014,WI,Cold-Open,Jun,2014-06-27,313,Lake Trout,00: NONE,No Clip,20.3
2014,WI,Cold-Open,Jun,2014-06-27,313,Lake Trout,00: NONE,No Clip,28.5
2014,WI,Cold-Open,Jun,2014-06-27,313,Lake Trout,00: NONE,No Clip,21.3
2014,WI,Cold-Open,Jun,2014-06-27,313,Brown Trout,01: AD,Clip,26.6
2014,WI,Cold-Open,Jun,2014-06-27,313,Brown Trout,01: AD,Clip,21.8
2014,WI,Cold-Open,Jun,2014-06-27,313,Brown Trout,01: AD,Clip,22.3
2014,WI,Cold-Open,Jun,2014-06-27,313,Lake Trout,00: NONE,No Clip,22.3
2014,WI,Cold-Open,Jun,2014-06-27,313,Brown Trout,00: NONE,No Clip,17.8
2014,WI,Cold-Open,Jun,2014-06-27,313,Brown Trout,01: AD,Clip,19.8
2014,WI,Cold-Open,Jun,2014-06-27,313,Coho,00: NONE,No Clip,16.5
2014,WI,Cold-Open,Jun,2014-06-27,313,Brown Trout,01: AD,Clip,21.2
2014,WI,Cold-Open,Jun,2014-06-27,313,Brown Trout,01: AD,Clip,21.5
2014,WI,Cold-Open,Jun,2014-06-27,313,Brown Trout,01: AD,Clip,19.5
2014,WI,Cold-Open,Jun,2014-06-27,313,Brown Trout,01: AD,Clip,23.2
2014,WI,Cold-Open,Jun,2014-06-27,313,Brown Trout,01: AD,Clip,20.5
2014,WI,Cold-Open,Jun,2014-06-27,313,Brown Trout,01: AD,Clip,22.5
2014,WI,Cold-Open,Jun,2014-06-27,313,Brown Trout,01: AD,Clip,20.5
2014,WI,Cold-Open,Jun,2014-06-27,313,Brown Trout,01: AD,Clip,20.1
2014,WI,Cold-Open,Jun,2014-06-27,313,Lake Trout,40: NOT EXAMINED,No Clip,NA
2014,WI,Cold-Open,Jun,2014-06-27,313,Lake Trout,40: NOT EXAMINED,No Clip,NA
2014,WI,Cold-Open,Jun,2014-06-27,313,Lake Trout,00: NONE,No Clip,20.9
2014,WI,Cold-Open,Jun,2014-06-27,313,Lake Trout,00: NONE,No Clip,17.2
2014,WI,Cold-Open,Jun,2014-06-27,313,Lake Trout,00: NONE,No Clip,20.5
2014,WI,Cold-Open,Jun,2014-06-27,313,Lake Trout,00: NONE,No Clip,27.9
2014,WI,Cold-Open,Jun,2014-06-27,313,Lake Trout,00: NONE,No Clip,16.5
2014,WI,Cold-Open,Jun,2014-06-27,313,Lake Trout,00: NONE,No Clip,24
2014,WI,Cold-Open,Jun,2014-06-28,313,Lake Trout,00: NONE,No Clip,20.3
2014,WI,Cold-Open,Jun,2014-06-28,313,Lake Trout,00: NONE,No Clip,19.1
2014,WI,Cold-Open,Jun,2014-06-28,313,Lake Trout,00: NONE,No Clip,17.5
2014,WI,Cold-Open,Jun,2014-06-28,313,Lake Trout,00: NONE,No Clip,21
2014,WI,Cold-Open,Jun,2014-06-28,313,Lake Trout,00: NONE,No Clip,19.9
2014,WI,Cold-Open,Jun,2014-06-28,313,Lake Trout,00: NONE,No Clip,20.4
2014,WI,Cold-Open,Jun,2014-06-28,313,Lake Trout,00: NONE,No Clip,18.3
2014,WI,Cold-Open,Jun,2014-06-28,313,Lake Trout,00: NONE,No Clip,19.5
2014,WI,Cold-Open,Jun,2014-06-28,313,Lake Trout,00: NONE,No Clip,21.1
2014,WI,Cold-Open,Jun,2014-06-28,313,Walleye,00: NONE,No Clip,29.7
2014,WI,Cold-Open,Jun,2014-06-28,313,Lake Trout,00: NONE,No Clip,15.5
2014,WI,Cold-Open,Jun,2014-06-28,313,Lake Trout,00: NONE,No Clip,18
2014,WI,Cold-Open,Jun,2014-06-28,313,Lake Trout,00: NONE,No Clip,18.9
2014,WI,Cold-Open,Jul,2014-07-03,313,Lake Trout,00: NONE,No Clip,NA
2014,WI,Cold-Open,Jul,2014-07-03,313,Lake Trout,00: NONE,No Clip,NA
2014,WI,Cold-Open,Jul,2014-07-03,313,Lake Trout,00: NONE,No Clip,NA
2014,WI,Cold-Open,Jul,2014-07-03,313,Lake Trout,00: NONE,No Clip,NA
2014,WI,Cold-Open,Jul,2014-07-03,313,Lake Trout,00: NONE,No Clip,NA
2014,WI,Cold-Open,Jul,2014-07-03,313,Lake Trout,00: NONE,No Clip,NA
2014,WI,Cold-Open,Jul,2014-07-03,313,Lake Whitefish,00: NONE,No Clip,23.4
2014,WI,Cold-Open,Jul,2014-07-03,313,Lake Whitefish,00: NONE,No Clip,17
2014,WI,Cold-Open,Jul,2014-07-03,313,Lake Whitefish,00: NONE,No Clip,22.3
2014,WI,Cold-Open,Jul,2014-07-03,313,Lake Whitefish,00: NONE,No Clip,23.2
2014,WI,Cold-Open,Jul,2014-07-03,313,Lake Whitefish,00: NONE,No Clip,22.1
2014,WI,Cold-Open,Jul,2014-07-03,313,Lake Whitefish,00: NONE,No Clip,23.2
2014,WI,Cold-Open,Jul,2014-07-03,313,Lake Whitefish,00: NONE,No Clip,23.6
2014,WI,Cold-Open,Jul,2014-07-03,313,Lake Whitefish,00: NONE,No Clip,23.3
2014,WI,Cold-Open,Jul,2014-07-03,313,Lake Whitefish,00: NONE,No Clip,17.3
2014,WI,Cold-Open,Jul,2014-07-03,313,Lake Whitefish,00: NONE,No Clip,17.6
2014,WI,Cold-Open,Jul,2014-07-03,313,Yellow Perch,00: NONE,No Clip,8.2
2014,WI,Cold-Open,Jul,2014-07-03,313,Lake Trout,00: NONE,No Clip,17
2014,WI,Cold-Open,Jul,2014-07-03,313,Brown Trout,00: NONE,No Clip,24.1
2014,WI,Cold-Open,Jul,2014-07-03,313,Lake Trout,00: NONE,No Clip,22.4
2014,WI,Cold-Open,Jul,2014-07-03,313,Lake Trout,00: NONE,No Clip,23.1
2014,WI,Cold-Open,Jul,2014-07-03,313,Lake Trout,00: NONE,No Clip,19.2
2014,WI,Cold-Open,Jul,2014-07-03,313,Lake Trout,00: NONE,No Clip,20.1
2014,WI,Cold-Open,Jul,2014-07-03,313,Lake Trout,00: NONE,No Clip,20
2014,WI,Cold-Open,Jul,2014-07-03,313,Lake Trout,00: NONE,No Clip,18.5
2014,WI,Cold-Open,Jul,2014-07-05,313,Brown Trout,01: AD,Clip,15.1
2014,WI,Cold-Open,Jul,2014-07-05,313,Lake Trout,00: NONE,No Clip,NA
2014,WI,Cold-Open,Jul,2014-07-05,313,Lake Trout,00: NONE,No Clip,NA
2014,WI,Cold-Open,Jul,2014-07-05,313,Lake Trout,00: NONE,No Clip,NA
2014,WI,Cold-Open,Jul,2014-07-05,313,Lake Trout,00: NONE,No Clip,NA
2014,WI,Cold-Open,Jul,2014-07-05,313,Lake Trout,00: NONE,No Clip,18.5
2014,WI,Cold-Open,Jul,2014-07-05,313,Lake Trout,00: NONE,No Clip,23
2014,WI,Cold-Open,Jul,2014-07-05,313,Siscowet,00: NONE,No Clip,23.1
2014,WI,Cold-Open,Jul,2014-07-05,313,Lake Trout,00: NONE,No Clip,16.5
2014,WI,Cold-Open,Jul,2014-07-05,313,Lake Whitefish,00: NONE,No Clip,22.8
2014,WI,Cold-Open,Jul,2014-07-05,313,Lake Whitefish,00: NONE,No Clip,21.6
2014,WI,Cold-Open,Jul,2014-07-05,313,Lake Whitefish,00: NONE,No Clip,20
2014,WI,Cold-Open,Jul,2014-07-05,313,Yellow Perch,00: NONE,No Clip,8.5
2014,WI,Cold-Open,Jul,2014-07-05,313,Yellow Perch,00: NONE,No Clip,9.2
2014,WI,Cold-Open,Jul,2014-07-10,313,Lake Trout,00: NONE,No Clip,21.6
2014,WI,Cold-Open,Jul,2014-07-10,313,Lake Trout,00: NONE,No Clip,19.1
2014,WI,Cold-Open,Jul,2014-07-10,313,Coho,00: NONE,No Clip,17.5
2014,WI,Warm-Open,Jul,2014-07-10,313,Walleye,00: NONE,No Clip,18.1
2014,WI,Warm-Open,Jul,2014-07-10,313,Brown Trout,01: AD,Clip,22
2014,WI,Cold-Open,Jul,2014-07-13,313,Lake Trout,00: NONE,No Clip,21.2
2014,WI,Cold-Open,Jul,2014-07-13,313,Lake Trout,00: NONE,No Clip,20.8
2014,WI,Cold-Open,Jul,2014-07-13,313,Lake Trout,00: NONE,No Clip,17.8
2014,WI,Cold-Open,Jul,2014-07-13,313,Coho,00: NONE,No Clip,18.3
2014,WI,Cold-Open,Jul,2014-07-13,313,Brown Trout,01: AD,Clip,24.5
2014,WI,Cold-Open,Jul,2014-07-13,313,Lake Whitefish,00: NONE,No Clip,18.3
2014,WI,Cold-Open,Jul,2014-07-13,313,Lake Whitefish,00: NONE,No Clip,22.5
2014,WI,Cold-Open,Jul,2014-07-13,313,Lake Whitefish,00: NONE,No Clip,16
2014,WI,Cold-Open,Jul,2014-07-13,313,Lake Whitefish,00: NONE,No Clip,17
2014,WI,Cold-Open,Jul,2014-07-13,313,Lake Whitefish,00: NONE,No Clip,18.4
2014,WI,Cold-Open,Jul,2014-07-13,313,Lake Whitefish,00: NONE,No Clip,18
2014,WI,Cold-Open,Jul,2014-07-13,313,Lake Whitefish,00: NONE,No Clip,21.5
2014,WI,Cold-Open,Jul,2014-07-13,313,Lake Whitefish,00: NONE,No Clip,22.3
2014,WI,Cold-Open,Jul,2014-07-13,313,Lake Whitefish,00: NONE,No Clip,20.3
2014,WI,Cold-Open,Jul,2014-07-13,313,Lake Whitefish,00: NONE,No Clip,21.8
2014,WI,Cold-Open,Jul,2014-07-13,313,Lake Whitefish,00: NONE,No Clip,18.2
2014,WI,Cold-Open,Jul,2014-07-13,313,Lake Trout,00: NONE,No Clip,22.5
2014,WI,Cold-Open,Jul,2014-07-13,313,Lake Trout,00: NONE,No Clip,21.1
2014,WI,Cold-Open,Jul,2014-07-13,313,Lake Trout,00: NONE,No Clip,17.5
2014,WI,Cold-Open,Jul,2014-07-13,313,Lake Trout,00: NONE,No Clip,15.6
2014,WI,Cold-Open,Jul,2014-07-13,313,Brown Trout,01: AD,Clip,27.2
2014,WI,Cold-Open,Jul,2014-07-16,313,Brown Trout,01: AD,Clip,22.5
2014,WI,Cold-Open,Jul,2014-07-16,313,Lake Trout,00: NONE,No Clip,19.7
2014,WI,Cold-Open,Jul,2014-07-16,313,Lake Trout,00: NONE,No Clip,20.2
2014,WI,Bad R.,Jul,2014-07-16,313,Walleye,00: NONE,No Clip,19.6
2014,WI,Bad R.,Jul,2014-07-16,313,Walleye,00: NONE,No Clip,16.7
2014,WI,Bad R.,Jul,2014-07-16,313,Walleye,00: NONE,No Clip,18.1
2014,WI,Bad R.,Jul,2014-07-16,313,Walleye,00: NONE,No Clip,16.3
2014,WI,Bad R.,Jul,2014-07-16,313,Walleye,00: NONE,No Clip,14.6
2014,WI,Bad R.,Jul,2014-07-16,313,Walleye,00: NONE,No Clip,15.2
2014,WI,Bad R.,Jul,2014-07-16,313,Walleye,00: NONE,No Clip,17.7
2014,WI,Bad R.,Jul,2014-07-16,313,Walleye,00: NONE,No Clip,14.7
2014,WI,Bad R.,Jul,2014-07-16,313,Walleye,00: NONE,No Clip,18.3
2014,WI,Bad R.,Jul,2014-07-16,313,Walleye,00: NONE,No Clip,19.8
2014,WI,Warm-Open,Jul,2014-07-16,313,Brown Trout,00: NONE,No Clip,21.4
2014,WI,Cold-Open,Jul,2014-07-16,313,Lake Trout,00: NONE,No Clip,NA
2014,WI,Cold-Open,Jul,2014-07-16,313,Lake Trout,00: NONE,No Clip,NA
2014,WI,Cold-Open,Jul,2014-07-16,313,Lake Trout,00: NONE,No Clip,NA
2014,WI,Cold-Open,Jul,2014-07-16,313,Lake Trout,00: NONE,No Clip,NA
2014,WI,Cold-Open,Jul,2014-07-16,313,Lake Trout,00: NONE,No Clip,NA
2014,WI,Cold-Open,Jul,2014-07-18,313,Lake Trout,00: NONE,No Clip,21.6
2014,WI,Cold-Open,Jul,2014-07-18,313,Lake Trout,00: NONE,No Clip,18.4
2014,WI,Cold-Open,Jul,2014-07-18,313,Lake Trout,00: NONE,No Clip,17.5
2014,WI,Cold-Open,Jul,2014-07-18,313,Brown Trout,01: AD,Clip,22.4
2014,WI,Cold-Open,Jul,2014-07-18,313,Brown Trout,01: AD,Clip,23.5
2014,WI,Cold-Open,Jul,2014-07-20,313,Lake Trout,00: NONE,No Clip,19.1
2014,WI,Cold-Open,Jul,2014-07-20,313,Lake Trout,00: NONE,No Clip,25.1
2014,WI,Cold-Open,Jul,2014-07-20,313,Lake Trout,00: NONE,No Clip,22.6
2014,WI,Cold-Open,Jul,2014-07-20,313,Lake Trout,00: NONE,No Clip,18.6
2014,WI,Cold-Open,Jul,2014-07-20,313,Lake Trout,00: NONE,No Clip,19.3
2014,WI,Cold-Open,Jul,2014-07-20,313,Lake Trout,00: NONE,No Clip,18.9
2014,WI,Cold-Open,Jul,2014-07-20,313,Lake Trout,00: NONE,No Clip,18.5
2014,WI,Cold-Open,Jul,2014-07-20,313,Lake Trout,00: NONE,No Clip,19.3
2014,WI,Cold-Open,Jul,2014-07-20,313,Lake Trout,00: NONE,No Clip,20.3
2014,WI,Cold-Open,Jul,2014-07-20,313,Lake Trout,00: NONE,No Clip,25.7
2014,WI,Cold-Open,Jul,2014-07-20,313,Lake Trout,00: NONE,No Clip,19.1
2014,WI,Cold-Open,Jul,2014-07-20,313,Lake Trout,00: NONE,No Clip,23.8
2014,WI,Cold-Open,Jul,2014-07-20,313,Lake Trout,00: NONE,No Clip,21
2014,WI,Cold-Open,Jul,2014-07-20,313,Lake Trout,00: NONE,No Clip,19.5
2014,WI,Cold-Open,Jul,2014-07-20,313,Lake Trout,00: NONE,No Clip,22.9
2014,WI,Cold-Open,Jul,2014-07-20,313,Lake Trout,00: NONE,No Clip,17
2014,WI,Cold-Open,Jul,2014-07-20,313,Lake Trout,00: NONE,No Clip,17.1
2014,WI,Cold-Open,Jul,2014-07-20,313,Lake Trout,00: NONE,No Clip,25.1
2014,WI,Cold-Open,Jul,2014-07-20,313,Lake Whitefish,00: NONE,No Clip,23.7
2014,WI,Cold-Open,Jul,2014-07-20,313,Lake Whitefish,00: NONE,No Clip,23.4
2014,WI,Cold-Open,Jul,2014-07-20,313,Lake Whitefish,00: NONE,No Clip,20.3
2014,WI,Cold-Open,Jul,2014-07-20,313,Lake Whitefish,00: NONE,No Clip,22.7
2014,WI,Cold-Open,Jul,2014-07-20,313,Lake Whitefish,00: NONE,No Clip,20.7
2014,WI,Cold-Open,Jul,2014-07-20,313,Lake Whitefish,00: NONE,No Clip,24.7
2014,WI,Cold-Open,Jul,2014-07-20,313,Lake Whitefish,00: NONE,No Clip,22
2014,WI,Cold-Open,Jul,2014-07-20,313,Lake Whitefish,00: NONE,No Clip,21.6
2014,WI,Cold-Open,Jul,2014-07-20,313,Lake Whitefish,00: NONE,No Clip,20
2014,WI,Cold-Open,Jul,2014-07-20,313,Lake Whitefish,00: NONE,No Clip,23.4
2014,WI,Cold-Open,Jul,2014-07-20,313,Lake Whitefish,00: NONE,No Clip,23.2
2014,WI,Cold-Open,Jul,2014-07-20,313,Lake Whitefish,00: NONE,No Clip,18.7
2014,WI,Cold-Open,Jul,2014-07-20,313,Lake Whitefish,00: NONE,No Clip,22.4
2014,WI,Cold-Open,Jul,2014-07-20,313,Lake Whitefish,00: NONE,No Clip,23.4
2014,WI,Cold-Open,Jul,2014-07-20,313,Lake Whitefish,00: NONE,No Clip,22.2
2014,WI,Cold-Open,Jul,2014-07-20,313,Lake Whitefish,40: NOT EXAMINED,No Clip,NA
2014,WI,Cold-Open,Jul,2014-07-20,313,Lake Whitefish,40: NOT EXAMINED,No Clip,NA
2014,WI,Cold-Open,Jul,2014-07-20,313,Lake Whitefish,40: NOT EXAMINED,No Clip,NA
2014,WI,Cold-Open,Jul,2014-07-20,313,Lake Whitefish,40: NOT EXAMINED,No Clip,NA
2014,WI,Cold-Open,Jul,2014-07-20,313,Lake Whitefish,40: NOT EXAMINED,No Clip,NA
2014,WI,Cold-Open,Jul,2014-07-20,313,Lake Whitefish,40: NOT EXAMINED,No Clip,NA
2014,WI,Cold-Open,Jul,2014-07-20,313,Lake Whitefish,40: NOT EXAMINED,No Clip,NA
2014,WI,Cold-Open,Jul,2014-07-20,313,Lake Whitefish,40: NOT EXAMINED,No Clip,NA
2014,WI,Cold-Open,Jul,2014-07-20,313,Lake Whitefish,40: NOT EXAMINED,No Clip,NA
2014,WI,Cold-Open,Jul,2014-07-20,313,Lake Whitefish,40: NOT EXAMINED,No Clip,NA
2014,WI,Cold-Open,Jul,2014-07-20,313,Lake Whitefish,40: NOT EXAMINED,No Clip,NA
2014,WI,Cold-Open,Jul,2014-07-20,313,Lake Whitefish,40: NOT EXAMINED,No Clip,NA
2014,WI,Cold-Open,Jul,2014-07-20,313,Lake Whitefish,40: NOT EXAMINED,No Clip,NA
2014,WI,Cold-Open,Jul,2014-07-20,313,Lake Whitefish,40: NOT EXAMINED,No Clip,NA
2014,WI,Cold-Open,Jul,2014-07-20,313,Lake Whitefish,40: NOT EXAMINED,No Clip,NA
2014,WI,Cold-Open,Jul,2014-07-20,313,Lake Whitefish,40: NOT EXAMINED,No Clip,NA
2014,WI,Cold-Open,Jul,2014-07-20,313,Lake Whitefish,40: NOT EXAMINED,No Clip,NA
2014,WI,Cold-Open,Jul,2014-07-20,313,Lake Whitefish,40: NOT EXAMINED,No Clip,NA
2014,WI,Cold-Open,Jul,2014-07-20,313,Lake Whitefish,40: NOT EXAMINED,No Clip,NA
2014,WI,Cold-Open,Jul,2014-07-20,313,Lake Whitefish,40: NOT EXAMINED,No Clip,NA
2014,WI,Cold-Open,Jul,2014-07-20,313,Lake Whitefish,40: NOT EXAMINED,No Clip,NA
2014,WI,Cold-Open,Jul,2014-07-25,313,Lake Trout,00: NONE,No Clip,17.9
2014,WI,Cold-Open,Jul,2014-07-25,313,Lake Trout,00: NONE,No Clip,18.7
2014,WI,Cold-Open,Jul,2014-07-25,313,Lake Trout,00: NONE,No Clip,19.5
2014,WI,Cold-Open,Jul,2014-07-25,313,Lake Trout,00: NONE,No Clip,16.2
2014,WI,Cold-Open,Jul,2014-07-25,313,Lake Trout,00: NONE,No Clip,14.4
2014,WI,Cold-Open,Jul,2014-07-25,313,Lake Trout,00: NONE,No Clip,15.7
2014,WI,Bad R.,Jul,2014-07-25,313,Walleye,00: NONE,No Clip,17.2
2014,WI,Bad R.,Jul,2014-07-25,313,Walleye,00: NONE,No Clip,15.3
2014,WI,Bad R.,Jul,2014-07-25,313,Walleye,00: NONE,No Clip,18.5
2014,WI,Bad R.,Jul,2014-07-25,313,Walleye,00: NONE,No Clip,18.3
2014,WI,Bad R.,Jul,2014-07-25,313,Walleye,00: NONE,No Clip,15.2
2014,WI,Bad R.,Jul,2014-07-25,313,Walleye,00: NONE,No Clip,15.6
2014,WI,Bad R.,Jul,2014-07-25,313,Walleye,00: NONE,No Clip,14.8
2014,WI,Bad R.,Jul,2014-07-25,313,Walleye,00: NONE,No Clip,17.5
2014,WI,Bad R.,Jul,2014-07-25,313,Walleye,00: NONE,No Clip,17.7
2014,WI,Bad R.,Jul,2014-07-25,313,Walleye,00: NONE,No Clip,16.9
2014,WI,Bad R.,Jul,2014-07-25,313,Black Crappie,00: NONE,No Clip,12.2
2014,WI,Bad R.,Jul,2014-07-25,313,Black Crappie,00: NONE,No Clip,10.2
2014,WI,Bad R.,Jul,2014-07-25,313,Walleye,00: NONE,No Clip,19.2
2014,WI,Bad R.,Jul,2014-07-25,313,Walleye,00: NONE,No Clip,15
2014,WI,Bad R.,Jul,2014-07-25,313,Walleye,00: NONE,No Clip,18
